Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Embassy Kathmandu,O3,2018-01-01 01:00 AM,2018,01,01,01,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 02:00 AM,2018,01,01,02,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 03:00 AM,2018,01,01,03,3.0,3,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 04:00 AM,2018,01,01,04,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 05:00 AM,2018,01,01,05,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 06:00 AM,2018,01,01,06,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 07:00 AM,2018,01,01,07,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 08:00 AM,2018,01,01,08,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 09:00 AM,2018,01,01,09,5.0,5,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 10:00 AM,2018,01,01,10,14.0,13,Good,14.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 11:00 AM,2018,01,01,11,30.0,28,Good,30.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 12:00 PM,2018,01,01,12,37.0,34,Good,37.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 01:00 PM,2018,01,01,13,42.0,39,Good,42.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 02:00 PM,2018,01,01,14,44.0,41,Good,44.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 03:00 PM,2018,01,01,15,55.0,51,Moderate,55.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 04:00 PM,2018,01,01,16,49.0,45,Good,49.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 05:00 PM,2018,01,01,17,35.0,32,Good,30.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 06:00 PM,2018,01,01,18,27.0,25,Good,20.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 07:00 PM,2018,01,01,19,6.0,6,Good,4.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 08:00 PM,2018,01,01,20,10.0,9,Good,11.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 09:00 PM,2018,01,01,21,14.0,13,Good,15.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 10:00 PM,2018,01,01,22,9.0,8,Good,9.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-01 11:00 PM,2018,01,01,23,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 12:00 AM,2018,01,02,00,7.0,6,Good,7.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 01:00 AM,2018,01,02,01,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 02:00 AM,2018,01,02,02,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 03:00 AM,2018,01,02,03,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 04:00 AM,2018,01,02,04,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 05:00 AM,2018,01,02,05,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 06:00 AM,2018,01,02,06,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 07:00 AM,2018,01,02,07,-1.0,-999,N/A,-1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 08:00 AM,2018,01,02,08,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 09:00 AM,2018,01,02,09,6.0,6,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 10:00 AM,2018,01,02,10,22.0,20,Good,21.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 11:00 AM,2018,01,02,11,36.0,33,Good,36.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 12:00 PM,2018,01,02,12,38.0,35,Good,38.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 01:00 PM,2018,01,02,13,38.0,35,Good,38.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 02:00 PM,2018,01,02,14,33.0,31,Good,33.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 03:00 PM,2018,01,02,15,39.0,36,Good,39.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 04:00 PM,2018,01,02,16,38.0,35,Good,38.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 05:00 PM,2018,01,02,17,35.0,32,Good,32.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 06:00 PM,2018,01,02,18,32.0,30,Good,25.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 07:00 PM,2018,01,02,19,8.0,7,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 08:00 PM,2018,01,02,20,6.0,6,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 09:00 PM,2018,01,02,21,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 10:00 PM,2018,01,02,22,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-02 11:00 PM,2018,01,02,23,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 12:00 AM,2018,01,03,00,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 01:00 AM,2018,01,03,01,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 02:00 AM,2018,01,03,02,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 03:00 AM,2018,01,03,03,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 04:00 AM,2018,01,03,04,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 05:00 AM,2018,01,03,05,5.0,5,Good,4.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 06:00 AM,2018,01,03,06,3.0,3,Good,3.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 07:00 AM,2018,01,03,07,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 08:00 AM,2018,01,03,08,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 09:00 AM,2018,01,03,09,6.0,6,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 10:00 AM,2018,01,03,10,22.0,20,Good,22.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 11:00 AM,2018,01,03,11,41.0,38,Good,41.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 12:00 PM,2018,01,03,12,47.0,44,Good,47.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 01:00 PM,2018,01,03,13,35.0,32,Good,35.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 02:00 PM,2018,01,03,14,38.0,35,Good,38.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 03:00 PM,2018,01,03,15,38.0,35,Good,38.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 04:00 PM,2018,01,03,16,37.0,34,Good,37.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 05:00 PM,2018,01,03,17,33.0,31,Good,30.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 06:00 PM,2018,01,03,18,29.0,27,Good,24.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 07:00 PM,2018,01,03,19,26.0,24,Good,24.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 08:00 PM,2018,01,03,20,21.0,19,Good,17.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 09:00 PM,2018,01,03,21,4.0,4,Good,3.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 10:00 PM,2018,01,03,22,5.0,5,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-03 11:00 PM,2018,01,03,23,1.0,1,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 12:00 AM,2018,01,04,00,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 01:00 AM,2018,01,04,01,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 02:00 AM,2018,01,04,02,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 03:00 AM,2018,01,04,03,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 04:00 AM,2018,01,04,04,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 05:00 AM,2018,01,04,05,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 06:00 AM,2018,01,04,06,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 07:00 AM,2018,01,04,07,-1.0,-999,N/A,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 08:00 AM,2018,01,04,08,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 09:00 AM,2018,01,04,09,8.0,7,Good,7.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 10:00 AM,2018,01,04,10,27.0,25,Good,27.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 11:00 AM,2018,01,04,11,50.0,46,Good,50.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 12:00 PM,2018,01,04,12,52.0,48,Good,52.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 01:00 PM,2018,01,04,13,51.0,47,Good,51.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 02:00 PM,2018,01,04,14,53.0,49,Good,53.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 03:00 PM,2018,01,04,15,56.0,54,Moderate,56.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 04:00 PM,2018,01,04,16,50.0,46,Good,50.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 05:00 PM,2018,01,04,17,41.0,38,Good,31.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 06:00 PM,2018,01,04,18,27.0,25,Good,20.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 07:00 PM,2018,01,04,19,21.0,19,Good,19.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 08:00 PM,2018,01,04,20,15.0,14,Good,14.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 09:00 PM,2018,01,04,21,8.0,7,Good,7.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 10:00 PM,2018,01,04,22,5.0,5,Good,4.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-04 11:00 PM,2018,01,04,23,3.0,3,Good,3.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 12:00 AM,2018,01,05,00,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 01:00 AM,2018,01,05,01,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 02:00 AM,2018,01,05,02,3.0,3,Good,3.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 03:00 AM,2018,01,05,03,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 04:00 AM,2018,01,05,04,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 05:00 AM,2018,01,05,05,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 06:00 AM,2018,01,05,06,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 07:00 AM,2018,01,05,07,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 08:00 AM,2018,01,05,08,2.0,2,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 09:00 AM,2018,01,05,09,10.0,9,Good,9.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 10:00 AM,2018,01,05,10,24.0,22,Good,24.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 11:00 AM,2018,01,05,11,41.0,38,Good,41.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 12:00 PM,2018,01,05,12,45.0,42,Good,45.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 01:00 PM,2018,01,05,13,47.0,44,Good,47.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 02:00 PM,2018,01,05,14,50.0,46,Good,50.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 03:00 PM,2018,01,05,15,49.0,45,Good,49.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 04:00 PM,2018,01,05,16,41.0,38,Good,39.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 05:00 PM,2018,01,05,17,37.0,34,Good,31.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 06:00 PM,2018,01,05,18,24.0,22,Good,18.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 07:00 PM,2018,01,05,19,21.0,19,Good,19.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 08:00 PM,2018,01,05,20,20.0,19,Good,20.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 09:00 PM,2018,01,05,21,15.0,14,Good,13.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 10:00 PM,2018,01,05,22,9.0,8,Good,8.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-05 11:00 PM,2018,01,05,23,8.0,7,Good,8.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 12:00 AM,2018,01,06,00,8.0,7,Good,8.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 01:00 AM,2018,01,06,01,4.0,4,Good,3.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 02:00 AM,2018,01,06,02,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 03:00 AM,2018,01,06,03,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 04:00 AM,2018,01,06,04,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 05:00 AM,2018,01,06,05,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 06:00 AM,2018,01,06,06,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 07:00 AM,2018,01,06,07,0.0,0,Good,-999.0,PPB,1 Hr,Missing
Embassy Kathmandu,O3,2018-01-06 08:00 AM,2018,01,06,08,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 09:00 AM,2018,01,06,09,5.0,5,Good,6.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 10:00 AM,2018,01,06,10,25.0,23,Good,26.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 11:00 AM,2018,01,06,11,47.0,44,Good,48.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 12:00 PM,2018,01,06,12,60.0,67,Moderate,60.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 01:00 PM,2018,01,06,13,59.0,64,Moderate,59.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 02:00 PM,2018,01,06,14,43.0,40,Good,43.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 03:00 PM,2018,01,06,15,40.0,37,Good,40.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 04:00 PM,2018,01,06,16,38.0,35,Good,38.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 05:00 PM,2018,01,06,17,36.0,33,Good,33.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 06:00 PM,2018,01,06,18,29.0,27,Good,24.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 07:00 PM,2018,01,06,19,25.0,23,Good,23.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 08:00 PM,2018,01,06,20,20.0,19,Good,18.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 09:00 PM,2018,01,06,21,13.0,12,Good,10.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 10:00 PM,2018,01,06,22,6.0,6,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-06 11:00 PM,2018,01,06,23,3.0,3,Good,3.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 12:00 AM,2018,01,07,00,3.0,3,Good,3.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 01:00 AM,2018,01,07,01,5.0,5,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 02:00 AM,2018,01,07,02,5.0,5,Good,4.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 03:00 AM,2018,01,07,03,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 04:00 AM,2018,01,07,04,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 05:00 AM,2018,01,07,05,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 06:00 AM,2018,01,07,06,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 07:00 AM,2018,01,07,07,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 08:00 AM,2018,01,07,08,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 09:00 AM,2018,01,07,09,6.0,6,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 10:00 AM,2018,01,07,10,24.0,22,Good,24.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 11:00 AM,2018,01,07,11,45.0,42,Good,45.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 12:00 PM,2018,01,07,12,48.0,44,Good,48.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 01:00 PM,2018,01,07,13,54.0,50,Good,54.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 02:00 PM,2018,01,07,14,64.0,80,Moderate,64.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 03:00 PM,2018,01,07,15,55.0,51,Moderate,55.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 04:00 PM,2018,01,07,16,41.0,38,Good,40.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 05:00 PM,2018,01,07,17,37.0,34,Good,32.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 06:00 PM,2018,01,07,18,24.0,22,Good,19.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 07:00 PM,2018,01,07,19,18.0,17,Good,16.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 08:00 PM,2018,01,07,20,4.0,4,Good,4.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 09:00 PM,2018,01,07,21,4.0,4,Good,4.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 10:00 PM,2018,01,07,22,6.0,6,Good,6.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-07 11:00 PM,2018,01,07,23,5.0,5,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 12:00 AM,2018,01,08,00,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 01:00 AM,2018,01,08,01,1.0,1,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 02:00 AM,2018,01,08,02,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 03:00 AM,2018,01,08,03,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 04:00 AM,2018,01,08,04,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 05:00 AM,2018,01,08,05,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 06:00 AM,2018,01,08,06,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 07:00 AM,2018,01,08,07,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 08:00 AM,2018,01,08,08,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 09:00 AM,2018,01,08,09,10.0,9,Good,9.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 10:00 AM,2018,01,08,10,25.0,23,Good,25.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 11:00 AM,2018,01,08,11,36.0,33,Good,36.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 12:00 PM,2018,01,08,12,43.0,40,Good,43.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 01:00 PM,2018,01,08,13,46.0,43,Good,46.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 02:00 PM,2018,01,08,14,50.0,46,Good,50.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 03:00 PM,2018,01,08,15,48.0,44,Good,48.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 04:00 PM,2018,01,08,16,47.0,44,Good,46.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 05:00 PM,2018,01,08,17,42.0,39,Good,37.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 06:00 PM,2018,01,08,18,30.0,28,Good,22.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 07:00 PM,2018,01,08,19,20.0,19,Good,16.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 08:00 PM,2018,01,08,20,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 09:00 PM,2018,01,08,21,5.0,5,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 10:00 PM,2018,01,08,22,9.0,8,Good,9.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-08 11:00 PM,2018,01,08,23,10.0,9,Good,10.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 12:00 AM,2018,01,09,00,8.0,7,Good,8.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 01:00 AM,2018,01,09,01,4.0,4,Good,3.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 02:00 AM,2018,01,09,02,2.0,2,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 03:00 AM,2018,01,09,03,3.0,3,Good,3.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 04:00 AM,2018,01,09,04,2.0,2,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 05:00 AM,2018,01,09,05,1.0,1,Good,1.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 06:00 AM,2018,01,09,06,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 07:00 AM,2018,01,09,07,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 08:00 AM,2018,01,09,08,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 09:00 AM,2018,01,09,09,6.0,6,Good,5.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 10:00 AM,2018,01,09,10,23.0,21,Good,22.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 11:00 AM,2018,01,09,11,37.0,34,Good,37.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 12:00 PM,2018,01,09,12,46.0,43,Good,46.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 01:00 PM,2018,01,09,13,53.0,49,Good,53.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 02:00 PM,2018,01,09,14,60.0,67,Moderate,60.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 03:00 PM,2018,01,09,15,55.0,51,Moderate,55.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 04:00 PM,2018,01,09,16,45.0,42,Good,44.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 05:00 PM,2018,01,09,17,41.0,38,Good,36.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 06:00 PM,2018,01,09,18,35.0,32,Good,29.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 07:00 PM,2018,01,09,19,23.0,21,Good,19.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 08:00 PM,2018,01,09,20,13.0,12,Good,11.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 09:00 PM,2018,01,09,21,2.0,2,Good,2.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 10:00 PM,2018,01,09,22,6.0,6,Good,6.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-09 11:00 PM,2018,01,09,23,3.0,3,Good,3.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-10 12:00 AM,2018,01,10,00,0.0,0,Good,0.0,PPB,1 Hr,Valid
Embassy Kathmandu,O3,2018-01-10 01:00 AM,2018,01,10,01,0.0,0,Good,0.0,PPB,1 Hr,Valid
